trip_id,fare_amount,trip_duration,trip_distance,pickup_hour,day_of_week,weather_condition,payment_type,customer_rating,cancellation_probability
trip_3959,22.08,19,11.45,5,4,Clear,Wallet,4.16,0
trip_3960,56.91,119,49.38,15,2,Rainy,Card,3.66,1
trip_3961,99.19,62,3.64,21,3,Rainy,Card,3.25,0
trip_3962,63.04,69,43.76,18,1,Clear,Wallet,3.47,0.39
trip_3963,92.96,111,27.88,20,4,Snowy,Card,2.8,0.94
trip_3964,42.07,41,11.28,10,6,Snowy,Wallet,1.77,0.27
trip_3965,30.85,25,23.94,19,2,Clear,Wallet,4.23,0
trip_3966,81.32,33,4.88,0,5,Snowy,Card,1.02,0.34
trip_3967,7.81,38,26.82,16,4,Rainy,Cash,3.57,0
trip_3968,28.64,88,5.16,18,1,Snowy,Card,3.61,0.09
trip_3969,14.37,110,11.89,0,5,Snowy,Cash,2.36,0.78
trip_3970,74.34,20,21.18,18,4,Rainy,Card,2.66,0
trip_3971,82.1,19,12.37,13,6,Clear,Card,4.5,0
trip_3972,72.8,68,10.53,6,5,Snowy,Card,4.24,0
trip_3973,54.94,79,22.96,11,4,Clear,Wallet,3.12,0.28
trip_3974,83.54,26,34.88,22,0,Snowy,Cash,4.46,0
trip_3975,50.22,30,33.52,15,3,Rainy,Card,3.14,0.04
trip_3976,24.81,28,44.97,4,3,Rainy,Wallet,4.47,0
trip_3977,10.52,84,26.3,22,0,Clear,Cash,2.7,0.48
trip_3978,51.53,74,11.69,0,5,Rainy,Cash,4.05,0
trip_3979,15.67,90,26.2,6,2,Snowy,Wallet,2.59,0.72
trip_3980,67.01,93,9.6,0,2,Rainy,Cash,2.44,0.52
trip_3981,23.14,76,35.45,2,4,Snowy,Cash,1.3,1
trip_3982,51.08,115,49.99,3,1,Rainy,Cash,3.48,1
trip_3983,96.86,27,31.22,8,5,Rainy,Card,1.44,0.51
trip_3984,7.32,37,2.77,13,2,Clear,Cash,1.9,0
trip_3985,81.74,12,27.94,21,1,Rainy,Card,4.04,0
trip_3986,95.16,37,2.16,1,6,Rainy,Wallet,1.54,0.14
trip_3987,91.78,80,30.09,11,3,Snowy,Wallet,3.81,0.35
trip_3988,60.57,14,37.69,13,2,Snowy,Card,2.98,0.04
trip_3989,36.98,72,7.27,22,1,Snowy,Cash,4.82,0
trip_3990,64.69,61,38.96,5,0,Rainy,Cash,1.86,0.82
trip_3991,71.02,22,25.11,8,6,Snowy,Wallet,1.39,0.42
trip_3992,90.16,108,20.97,19,0,Clear,Wallet,1.41,1
trip_3993,25.08,79,49.61,23,3,Snowy,Cash,2.32,1
trip_3994,67.29,102,44.3,7,4,Snowy,Wallet,3.82,0.77
trip_3995,45.81,9,11.35,19,4,Snowy,Cash,4.47,0
trip_3996,5.47,91,7.16,7,3,Snowy,Card,2.95,0.33
trip_3997,69.47,71,41.73,23,5,Rainy,Cash,2.73,0.7
trip_3998,63.55,48,5.38,21,1,Clear,Card,2.09,0.01
trip_3999,7.91,15,31.07,2,2,Rainy,Cash,3.82,0
trip_4000,65.99,67,37.24,23,6,Rainy,Cash,1.98,0.82
trip_4001,32.2,74,49.66,1,3,Clear,Wallet,4.25,0.28
trip_4002,84.38,102,5.75,19,2,Clear,Card,3.58,0.12
trip_4003,14.32,79,23.75,22,5,Rainy,Cash,2.86,0.45
trip_4004,81.76,60,32.16,15,6,Clear,Card,1.83,0.62
trip_4005,97.43,49,45.75,7,3,Snowy,Cash,3.55,0.36
trip_4006,84.2,21,21.72,13,3,Clear,Cash,4.67,0
trip_4007,21.86,21,18.32,8,5,Clear,Wallet,3.31,0
trip_4008,23,100,8.93,4,6,Snowy,Card,3.7,0.24
trip_4009,70.89,81,1.62,8,2,Rainy,Card,4.79,0
trip_4010,23.9,94,20.7,4,1,Clear,Cash,1.47,0.87
trip_4011,62.67,50,42.63,17,3,Snowy,Wallet,2.15,0.72
trip_4012,16.3,83,45.91,20,5,Rainy,Cash,3.15,0.73
trip_4013,97.95,88,5.92,11,2,Rainy,Wallet,3.38,0.15
trip_4014,82.03,70,33.91,0,2,Rainy,Wallet,3.79,0.26
trip_4015,55.65,13,21.32,7,4,Clear,Wallet,4.64,0
trip_4016,76.14,85,1.82,21,3,Snowy,Cash,2.34,0.41
trip_4017,66.25,46,7.64,17,5,Rainy,Wallet,1.23,0.39
trip_4018,78.33,104,41.52,8,5,Rainy,Card,2.46,1
trip_4019,69.22,70,19.29,13,2,Rainy,Card,4.9,0
trip_4020,93.21,25,32.11,2,2,Snowy,Card,3.45,0
trip_4021,19.31,119,32.52,7,0,Clear,Cash,3.28,0.75
trip_4022,90.27,46,3.78,2,1,Rainy,Cash,1.77,0.18
trip_4023,55.36,112,45.9,11,1,Rainy,Wallet,2.18,1
trip_4024,22.63,106,17.55,9,2,Clear,Cash,2.02,0.78
trip_4025,80.82,117,45.95,1,0,Snowy,Card,3.1,1
trip_4026,35.21,51,4.53,3,1,Snowy,Card,1.11,0.46
trip_4027,37.74,14,2.69,1,5,Snowy,Card,1.77,0
trip_4028,97.59,30,39.25,16,6,Rainy,Cash,2.79,0.25
trip_4029,19.06,31,7.03,5,0,Rainy,Wallet,3.67,0
trip_4030,48.1,11,22.82,10,2,Clear,Cash,4.43,0
trip_4031,34.4,15,12.23,2,1,Rainy,Wallet,3.14,0
trip_4032,6.49,111,32.08,7,5,Rainy,Cash,2.83,0.9
trip_4033,50.53,86,11.64,0,4,Clear,Cash,1.9,0.54
trip_4034,14,11,23.31,20,6,Rainy,Card,2.12,0
trip_4035,43.5,18,13.04,20,3,Rainy,Wallet,4.31,0
trip_4036,16.41,67,13.2,15,1,Snowy,Card,1.16,0.73
trip_4037,85.64,67,46.68,17,5,Snowy,Cash,4.2,0.35
trip_4038,18.3,96,39.44,2,5,Snowy,Wallet,2.07,1
trip_4039,58.78,11,36.82,15,1,Clear,Card,1.55,0.28
trip_4040,20.25,98,41.71,22,1,Clear,Wallet,4.15,0.42
trip_4041,6.02,101,31.8,19,3,Snowy,Cash,2.46,0.95
trip_4042,50.94,86,21.2,21,3,Rainy,Cash,2.69,0.55
trip_4043,85.9,49,28.59,2,6,Clear,Cash,1.55,0.55
trip_4044,64.98,37,30.93,20,3,Clear,Wallet,2.06,0.3
trip_4045,21.78,82,16.33,21,4,Rainy,Card,4.27,0
trip_4046,62.01,48,26.74,15,4,Clear,Wallet,3.22,0
trip_4047,73.27,16,3.05,7,0,Rainy,Wallet,4.07,0
trip_4048,34.52,103,38.6,7,1,Clear,Wallet,2.16,1
trip_4049,27.32,49,34.74,22,6,Rainy,Wallet,1.09,0.85
trip_4050,13.11,80,14.21,14,6,Clear,Wallet,3.28,0.09
trip_4051,65.42,65,12.49,13,6,Snowy,Wallet,3.73,0
trip_4052,65.46,85,33.86,9,6,Snowy,Cash,1.74,1
trip_4053,58.77,37,35.97,3,1,Rainy,Wallet,4.9,0
trip_4054,97.47,60,8.05,4,6,Rainy,Card,2.08,0.3
trip_4055,43.91,47,28.72,13,4,Snowy,Card,3.55,0.06
trip_4056,43.57,88,29.17,10,1,Snowy,Wallet,4.31,0.25
trip_4057,41.6,10,30.57,14,4,Snowy,Card,4.28,0
trip_4058,87.97,8,32.19,6,4,Clear,Wallet,2.34,0
trip_4059,39.46,41,48.49,19,6,Snowy,Wallet,4.14,0.12
trip_4060,38.46,68,30.99,23,4,Rainy,Card,4.73,0
trip_4061,80.96,80,18.29,19,2,Clear,Wallet,2.39,0.45
trip_4062,11.95,41,34.28,12,5,Clear,Card,1.54,0.52
trip_4063,52.01,62,45.75,13,1,Rainy,Wallet,1.83,0.93
trip_4064,83.55,47,31.16,10,1,Rainy,Cash,2.12,0.49
trip_4065,96.6,28,8.19,5,1,Rainy,Wallet,4.65,0
trip_4066,11.03,73,23.99,8,1,Rainy,Cash,2.7,0.44
trip_4067,68.75,64,41.99,17,3,Rainy,Cash,2.58,0.68
trip_4068,66.44,105,20.78,4,0,Rainy,Card,2.44,0.81
trip_4069,66.2,118,21.79,23,1,Rainy,Wallet,3.23,0.72
trip_4070,16.28,82,49.82,7,3,Snowy,Wallet,4.42,0.45
trip_4071,82.43,32,4.33,7,2,Rainy,Wallet,3.41,0
trip_4072,17.04,63,48.45,4,1,Snowy,Card,3.75,0.44
trip_4073,73.02,112,27.71,18,5,Snowy,Wallet,3.39,0.75
trip_4074,16.62,72,44,7,0,Clear,Cash,4.62,0.05
trip_4075,75.68,113,35.04,12,2,Clear,Wallet,2.9,0.87
trip_4076,18.67,61,24.7,22,0,Clear,Wallet,3.55,0
trip_4077,90.22,91,23.64,19,1,Rainy,Wallet,3.44,0.43
trip_4078,75.16,47,40.84,14,3,Snowy,Card,2.5,0.57
trip_4079,80.01,10,32.7,6,2,Clear,Wallet,4.06,0
trip_4080,28.48,75,36.53,16,3,Snowy,Cash,1.17,1
trip_4081,26.7,17,19.1,11,2,Clear,Wallet,4.37,0
trip_4082,74.07,114,41.7,3,1,Rainy,Card,4.76,0.53
trip_4083,30.84,70,32.77,15,0,Snowy,Wallet,2.55,0.64
trip_4084,82.49,14,21.68,10,5,Clear,Wallet,2.71,0
trip_4085,30.28,81,30.84,11,5,Clear,Wallet,2.06,0.72
trip_4086,35,49,3.97,12,5,Snowy,Cash,1.93,0.19
trip_4087,68.55,33,7.66,8,2,Rainy,Cash,1.95,0.05
trip_4088,20.93,70,49.21,14,3,Snowy,Card,3.03,0.74
trip_4089,13.58,97,27.25,15,1,Rainy,Cash,4.89,0.07
trip_4090,37.85,120,36.97,18,0,Clear,Card,1.55,1
trip_4091,10.42,61,16.62,15,5,Snowy,Cash,2.28,0.38
trip_4092,16.83,63,36.37,18,0,Snowy,Wallet,3.65,0.29
trip_4093,25.99,64,40.22,5,3,Rainy,Wallet,4.36,0.1
trip_4094,46.76,83,43.67,11,4,Rainy,Cash,1.6,1
trip_4095,89.76,81,28.4,4,2,Clear,Card,1.74,0.81
trip_4096,31.73,65,12.02,10,1,Clear,Cash,2.64,0.11
trip_4097,15.9,60,29.73,10,6,Snowy,Wallet,2.24,0.58
trip_4098,12.97,92,18.92,9,1,Snowy,Cash,3.67,0.31
trip_4099,20.77,18,30.84,6,6,Snowy,Card,1.12,0.52
trip_4100,96.78,68,20.79,12,2,Clear,Cash,4.38,0
trip_4101,86.89,92,18.24,9,4,Rainy,Cash,3.21,0.42
trip_4102,11.35,71,10.09,12,3,Clear,Cash,2.78,0.08
trip_4103,82.68,32,4.33,9,2,Clear,Card,3.33,0
trip_4104,59.25,81,11.44,4,2,Snowy,Card,1.38,0.8
trip_4105,84.57,81,47.25,20,1,Snowy,Card,1.62,1
trip_4106,70.16,89,42.74,14,6,Clear,Cash,1.92,1
trip_4107,83.51,94,36.82,22,6,Clear,Wallet,1.05,1
trip_4108,65.08,105,16.41,2,4,Rainy,Wallet,2.4,0.76
trip_4109,52.89,53,48.31,3,3,Snowy,Wallet,2.76,0.65
trip_4110,23.43,28,25.87,12,3,Rainy,Cash,4.13,0
trip_4111,56.77,37,43.6,21,6,Clear,Card,3.11,0.17
trip_4112,96.81,44,38.02,2,6,Rainy,Wallet,2.44,0.48
trip_4113,96.82,9,24.58,12,5,Snowy,Wallet,1.62,0.22
trip_4114,86.53,8,32.11,18,1,Rainy,Card,1.75,0.23
trip_4115,26.65,120,39.22,10,6,Rainy,Card,4.85,0.5
trip_4116,6.21,71,23.88,13,2,Rainy,Card,4.6,0
trip_4117,47.66,81,4.41,15,2,Clear,Cash,4.15,0
trip_4118,33.1,40,28.71,21,6,Snowy,Cash,4.99,0
trip_4119,81.49,55,4.9,18,1,Rainy,Cash,3.44,0
trip_4120,21.66,79,47.66,6,5,Snowy,Cash,2.22,1
trip_4121,36.62,114,18.23,18,1,Rainy,Card,2.22,0.92
trip_4122,12.12,83,30.42,23,0,Clear,Wallet,3.48,0.3
trip_4123,47.6,95,16.02,4,1,Rainy,Cash,3.74,0.24
trip_4124,6.97,38,4,5,2,Clear,Cash,4.49,0
trip_4125,70.48,36,41.12,7,6,Clear,Cash,2.93,0.18
trip_4126,73.58,96,27.7,10,3,Clear,Card,2.11,0.83
trip_4127,82.84,89,21.6,15,0,Snowy,Wallet,1.96,0.87
trip_4128,10.09,111,7.69,23,3,Rainy,Card,2.63,0.59
trip_4129,21.79,114,14.66,11,4,Rainy,Card,4.53,0.16
trip_4130,28.53,60,14.54,4,4,Snowy,Wallet,2.16,0.38
trip_4131,18.3,105,34.57,18,4,Rainy,Cash,1.79,1
trip_4132,46.46,63,21.76,6,0,Snowy,Cash,2,0.58
trip_4133,92.89,66,26.79,13,6,Clear,Wallet,2.14,0.52
trip_4134,70.21,91,7.83,23,0,Rainy,Wallet,3.47,0.17
trip_4135,42.88,32,8.61,23,6,Snowy,Card,4.27,0
trip_4136,74.89,8,37.37,21,0,Clear,Card,2.64,0
trip_4137,84.18,41,45.97,11,1,Rainy,Wallet,4.05,0.08
trip_4138,45.39,100,17.15,14,6,Snowy,Wallet,2.66,0.68
trip_4139,49.43,98,1.59,11,6,Clear,Cash,1.29,0.69
trip_4140,35.94,54,41.03,13,5,Clear,Cash,2.78,0.39
trip_4141,64.91,96,16.48,7,3,Rainy,Cash,3.25,0.42
trip_4142,69.13,14,39.61,13,4,Clear,Cash,4.91,0
trip_4143,76.76,43,43.47,16,2,Snowy,Card,4.95,0
trip_4144,18.2,89,13.51,12,4,Clear,Card,2.59,0.37
trip_4145,92.8,11,20.05,12,6,Clear,Cash,4.23,0
trip_4146,69.81,63,45,18,0,Rainy,Wallet,4.38,0.18
trip_4147,27.3,59,26.37,11,5,Snowy,Cash,3.68,0.09
trip_4148,79.85,82,45.91,15,6,Rainy,Card,4.63,0.31
trip_4149,90.14,66,34.49,11,0,Snowy,Wallet,3.08,0.5
trip_4150,93.74,9,12.37,12,0,Snowy,Card,3.64,0
trip_4151,91.88,17,47.15,4,6,Rainy,Cash,2.32,0.38
trip_4152,67.18,23,21.64,16,0,Rainy,Wallet,4.11,0
trip_4153,84.38,18,40.24,11,2,Clear,Cash,1.44,0.44
trip_4154,62.95,7,28.35,8,6,Snowy,Cash,1.71,0.21
trip_4155,43.73,17,20.64,1,1,Snowy,Wallet,1.51,0.25
trip_4156,35.96,94,37.63,1,1,Clear,Cash,2.67,0.77
trip_4157,53.5,68,42.85,10,2,Rainy,Cash,2.64,0.71
trip_4158,17.26,31,20.18,8,4,Snowy,Card,2.39,0.11
trip_4159,19.19,46,17.49,23,3,Rainy,Wallet,2.95,0
trip_4160,51.39,61,44.93,17,3,Clear,Wallet,4.47,0.02
trip_4161,19.88,29,22.6,7,1,Rainy,Card,1.52,0.33
trip_4162,86.21,115,49.31,14,3,Snowy,Card,4.95,0.65
trip_4163,37.02,77,39.21,2,6,Snowy,Wallet,2.49,0.83
trip_4164,9.58,39,4.8,14,3,Clear,Cash,4.22,0
trip_4165,63.29,112,19.45,16,2,Rainy,Wallet,3.17,0.64
trip_4166,18.89,97,22.17,14,1,Snowy,Cash,1.68,1
trip_4167,96.25,65,3.52,4,6,Snowy,Cash,1.65,0.46
trip_4168,14.71,9,38.78,13,3,Rainy,Wallet,4.71,0
trip_4169,25.42,29,42.64,18,2,Clear,Wallet,3.63,0
trip_4170,79.35,12,26.95,11,2,Clear,Cash,1.46,0.18
trip_4171,28.31,100,27.48,12,2,Rainy,Card,2.91,0.7
trip_4172,98.01,98,6.01,8,0,Clear,Card,3.67,0.07
trip_4173,60.94,78,30.1,16,5,Snowy,Card,4.56,0.09
trip_4174,81.68,87,47.77,10,6,Rainy,Wallet,1.63,1
trip_4175,51.86,79,9.67,23,6,Snowy,Wallet,2.68,0.36
trip_4176,84.45,119,18.83,16,0,Rainy,Cash,1.13,1
trip_4177,41.23,7,43.03,18,5,Clear,Cash,4.03,0
trip_4178,81.67,78,27.97,1,2,Clear,Wallet,4.04,0.08
trip_4179,27.98,75,17.08,2,5,Rainy,Cash,4.17,0
trip_4180,77.11,84,2.64,18,1,Clear,Card,1.85,0.41
trip_4181,58.89,89,12.39,12,0,Snowy,Card,3.92,0.13
trip_4182,62.53,104,37.97,15,4,Snowy,Cash,4.93,0.36
trip_4183,5.83,69,6.68,20,6,Snowy,Wallet,3.22,0.03
trip_4184,27.27,58,34.67,13,4,Clear,Wallet,4.95,0
trip_4185,61.44,51,48.15,15,3,Rainy,Cash,4.73,0
trip_4186,12.45,34,49.7,16,1,Rainy,Wallet,2.94,0.36
trip_4187,90.43,76,38.11,8,5,Clear,Cash,3.36,0.42
trip_4188,5.02,49,30.87,21,2,Clear,Card,1.31,0.61
trip_4189,59.15,68,32.29,19,3,Rainy,Wallet,1.08,1
trip_4190,10.17,44,22.27,5,1,Snowy,Wallet,4.92,0
trip_4191,51.16,99,37.86,17,2,Rainy,Cash,3.52,0.68
trip_4192,46.06,79,16.27,16,6,Snowy,Card,3.47,0.22
trip_4193,14.23,33,44.16,3,1,Snowy,Cash,1.5,0.75
trip_4194,36.78,86,30.79,20,2,Clear,Wallet,3.69,0.28
trip_4195,33.45,50,18.52,16,0,Snowy,Card,3.3,0.01
trip_4196,75.04,15,6.95,23,2,Rainy,Cash,4.09,0
trip_4197,90.8,59,45.22,1,6,Rainy,Card,1.29,1
trip_4198,83.73,50,49.24,17,5,Snowy,Wallet,1.24,1
trip_4199,45.47,94,32.19,9,1,Clear,Wallet,3.49,0.45
trip_4200,16.03,46,30.69,6,4,Rainy,Cash,3.44,0.05
trip_4201,97.13,119,48.79,0,6,Rainy,Card,4.85,0.66
trip_4202,37.48,26,20.15,9,6,Clear,Wallet,3.56,0
trip_4203,35.82,108,42.11,7,1,Rainy,Cash,3.01,0.98
trip_4204,31.28,98,38,0,2,Snowy,Wallet,2.8,0.92
trip_4205,10.53,111,16.01,22,6,Rainy,Cash,1.99,0.91
trip_4206,89.93,82,37.41,3,5,Clear,Wallet,1.42,1
trip_4207,21.88,117,36.47,18,2,Rainy,Cash,2.38,1
trip_4208,32.43,113,18.94,4,2,Rainy,Wallet,3.89,0.41
trip_4209,52.24,6,12.51,17,6,Clear,Cash,4.83,0
trip_4210,30.85,46,35.79,0,6,Clear,Card,4.12,0
trip_4211,65.19,79,35.27,7,5,Snowy,Cash,1.35,1
trip_4212,5.83,61,21.65,1,3,Rainy,Card,1.61,0.6
trip_4213,55.26,90,39.71,10,0,Clear,Wallet,3.33,0.57
trip_4214,61.56,36,41.45,12,2,Rainy,Card,4.57,0
trip_4215,40.45,59,25.63,19,2,Clear,Card,3.09,0.12
trip_4216,83.75,34,15.06,19,5,Snowy,Card,2.88,0
trip_4217,94.94,111,6.52,16,6,Clear,Cash,2.31,0.61
trip_4218,48.06,118,1.23,13,6,Rainy,Cash,3.92,0.2
trip_4219,49.35,30,8.62,19,1,Clear,Cash,2.08,0
trip_4220,34.76,106,33.31,4,3,Snowy,Wallet,4.87,0.32
trip_4221,80.51,14,4.42,4,5,Rainy,Wallet,2.42,0
trip_4222,42.67,107,49.4,21,5,Snowy,Cash,3.13,1
trip_4223,39.86,59,30.31,21,3,Snowy,Wallet,3.53,0.2
trip_4224,63.58,43,8.2,6,0,Rainy,Wallet,4.22,0
trip_4225,56.96,69,40.88,6,0,Rainy,Cash,4.86,0.02
trip_4226,92.71,52,41.6,7,3,Clear,Wallet,2.38,0.53
trip_4227,39.12,99,5.28,22,6,Snowy,Card,1.3,0.9
trip_4228,13.84,69,6.59,7,2,Clear,Wallet,1.59,0.37
trip_4229,82.19,82,19.9,1,0,Clear,Card,1.74,0.69
trip_4230,77.69,77,11.98,6,4,Clear,Cash,3.62,0
trip_4231,87.08,74,1.06,10,0,Rainy,Cash,2.3,0.26
trip_4232,57.11,81,21.39,22,1,Rainy,Cash,2.69,0.5
trip_4233,83.01,13,15.99,21,2,Clear,Wallet,2.32,0
trip_4234,8.53,37,14.99,5,2,Rainy,Cash,4.23,0
trip_4235,25.91,97,16.59,13,0,Snowy,Cash,1.27,1
trip_4236,7.79,14,15.4,18,0,Rainy,Wallet,1.23,0.16
trip_4237,99.79,91,40.18,23,6,Rainy,Wallet,1.91,1
trip_4238,42.45,10,48.47,13,3,Rainy,Card,2.78,0.16
trip_4239,33.24,78,5.58,21,5,Snowy,Cash,2.81,0.24
trip_4240,32.35,97,28.92,10,0,Clear,Cash,3.43,0.44
trip_4241,45.44,22,16.41,8,5,Clear,Wallet,3.5,0
trip_4242,10.55,58,10.08,6,2,Rainy,Card,1.31,0.49
trip_4243,18.03,108,2.36,11,4,Clear,Wallet,1.44,0.74
trip_4244,37.11,108,35.82,10,5,Snowy,Wallet,1.15,1
trip_4245,85.31,48,39.16,3,2,Rainy,Wallet,2.13,0.62
trip_4246,69.02,73,12.37,19,6,Snowy,Card,4.33,0
trip_4247,51.78,77,32.11,7,4,Snowy,Card,1.19,1
trip_4248,97.1,109,49.19,21,0,Clear,Card,1.2,1
trip_4249,65.55,60,4.87,1,4,Clear,Card,2.92,0
trip_4250,23.24,55,46.55,8,3,Rainy,Cash,2.86,0.55
trip_4251,10.5,12,7.35,3,6,Rainy,Cash,3.5,0
trip_4252,74.65,11,36.3,8,6,Snowy,Wallet,1.73,0.37
trip_4253,94.32,20,45.15,22,3,Clear,Wallet,2.09,0.35
trip_4254,70.61,61,24.94,4,6,Clear,Wallet,2.24,0.4
trip_4255,14.36,35,48.21,6,5,Clear,Cash,4.18,0
trip_4256,41.98,50,27.24,22,2,Snowy,Card,4.58,0
trip_4257,5.45,14,47.49,3,4,Clear,Card,3.15,0
trip_4258,15.38,40,12.3,10,5,Rainy,Card,3.57,0
trip_4259,53.04,103,16.18,17,5,Snowy,Card,4.25,0.22
trip_4260,74.3,93,29.98,7,3,Clear,Cash,4.15,0.22
trip_4261,92.42,68,27.93,8,0,Rainy,Card,3.54,0.23
trip_4262,96.21,65,11.3,5,3,Clear,Card,4.51,0
trip_4263,40.42,110,49.67,23,3,Clear,Wallet,4.94,0.43
trip_4264,25.81,28,2.62,4,5,Clear,Cash,4.11,0
trip_4265,39.05,68,7.18,11,1,Snowy,Cash,4.33,0
trip_4266,7.65,73,3.64,15,6,Rainy,Wallet,3.01,0.04
trip_4267,83.03,97,27.49,9,6,Snowy,Cash,1.1,1
trip_4268,65.52,88,19.27,1,3,Clear,Card,2.51,0.5
trip_4269,85.11,89,33.6,14,6,Rainy,Card,3.99,0.39
trip_4270,48.87,105,26.21,3,5,Snowy,Cash,4.29,0.38
trip_4271,67.87,23,15.2,9,4,Rainy,Card,4.97,0
trip_4272,89.78,26,37.61,9,0,Clear,Wallet,1.91,0.35
trip_4273,80.72,89,39.34,14,4,Clear,Cash,4.91,0.1
trip_4274,53.03,111,23.61,13,6,Clear,Card,4.2,0.28
trip_4275,60.07,104,7.54,19,6,Clear,Wallet,2.95,0.35
trip_4276,60.29,102,6.87,21,6,Clear,Wallet,3.43,0.17
trip_4277,58.61,53,29.53,19,2,Snowy,Cash,1.64,0.71
trip_4278,39.91,76,37.45,12,4,Clear,Cash,4.18,0.14
trip_4279,54.79,47,7.75,1,4,Rainy,Card,1.86,0.21
trip_4280,44.86,79,48.97,10,5,Clear,Wallet,1.7,1
trip_4281,9.31,49,21.86,7,0,Clear,Cash,1.27,0.49
trip_4282,74.84,106,16.89,13,4,Rainy,Wallet,4.62,0.11
trip_4283,46.33,55,18.36,8,5,Clear,Card,3.73,0
trip_4284,33.23,60,9.85,6,0,Rainy,Cash,1.04,0.6
trip_4285,73.28,57,41.07,4,2,Snowy,Cash,3.16,0.48
trip_4286,41.93,106,4.6,18,6,Rainy,Cash,2.28,0.62
trip_4287,73.14,54,39.08,20,5,Snowy,Wallet,3.73,0.24
trip_4288,36.56,57,48.55,1,2,Clear,Cash,4.64,0
trip_4289,12.37,37,23.71,7,1,Clear,Cash,4.8,0
trip_4290,50.9,73,18.58,21,1,Snowy,Card,3.31,0.24
trip_4291,45.81,60,36.23,5,3,Snowy,Cash,3.17,0.41
trip_4292,87.72,113,26.78,22,2,Clear,Cash,2.7,0.82
trip_4293,25.43,47,49.75,23,2,Clear,Card,4.26,0
trip_4294,58.95,18,43.84,19,0,Snowy,Wallet,3.71,0
trip_4295,25.96,72,11.19,22,1,Rainy,Wallet,1.74,0.53
trip_4296,69.75,109,4.17,8,3,Rainy,Card,4.54,0
trip_4297,25.41,91,42.6,10,3,Rainy,Card,3.55,0.65
trip_4298,44.62,73,36.4,16,0,Snowy,Wallet,1.79,0.96
trip_4299,60.82,85,3.91,16,2,Snowy,Cash,4.18,0
trip_4300,54.23,72,44.83,6,5,Snowy,Card,4.41,0.3
trip_4301,6.21,107,31.61,3,4,Snowy,Card,4.81,0.3
trip_4302,13.94,37,29.19,22,6,Rainy,Wallet,3.01,0.06
trip_4303,16.26,65,32.48,0,1,Rainy,Cash,1.94,0.71
trip_4304,34.79,78,47.15,0,3,Rainy,Wallet,3.54,0.59
trip_4305,8.04,84,29.39,21,0,Clear,Cash,1.42,0.91
trip_4306,98.96,82,27.54,8,6,Rainy,Wallet,4.71,0.02
trip_4307,56.63,37,23.71,7,5,Snowy,Cash,1.96,0.37
trip_4308,80.16,15,12.69,21,6,Rainy,Card,1.09,0.2
trip_4309,18.45,60,13.93,6,2,Rainy,Wallet,2.89,0.1
trip_4310,41.14,95,41.58,16,3,Rainy,Wallet,4.44,0.41
trip_4311,66.34,32,23.89,15,0,Clear,Cash,2.23,0.09
trip_4312,7.73,65,4.83,1,6,Rainy,Cash,1.7,0.37
trip_4313,5.39,62,26.2,18,5,Rainy,Card,1.94,0.59
trip_4314,35.05,78,13.91,9,4,Rainy,Cash,2.96,0.27
trip_4315,47.03,74,17.98,20,1,Clear,Card,2.75,0.26
trip_4316,69.04,92,27.37,5,1,Clear,Card,2.61,0.63
trip_4317,6.21,20,33.67,15,3,Snowy,Card,1.56,0.44
trip_4318,88.73,55,33.26,19,1,Rainy,Wallet,1.92,0.67
trip_4319,82.85,32,49.85,21,3,Snowy,Wallet,1.5,0.86
trip_4320,12.65,32,7.65,19,1,Rainy,Cash,3.4,0
trip_4321,59.3,113,16.33,18,1,Rainy,Card,1.89,0.99
trip_4322,60.46,106,21.22,14,0,Clear,Card,3.87,0.3
trip_4323,19.1,76,4.8,17,2,Clear,Cash,2.81,0.05
trip_4324,11.15,84,9.38,22,2,Rainy,Cash,2.2,0.48
trip_4325,23.67,8,34.2,9,3,Rainy,Card,1.21,0.39
trip_4326,47.69,66,26.01,10,3,Rainy,Cash,2.56,0.45
trip_4327,91.35,95,30,13,5,Clear,Card,1.41,1
trip_4328,40.47,111,29.27,20,1,Clear,Cash,2.85,0.76
trip_4329,73,114,32.23,19,1,Snowy,Wallet,2.56,1
trip_4330,93.46,100,37.09,0,3,Clear,Wallet,3.62,0.57
trip_4331,60.91,75,7.21,16,6,Rainy,Cash,1.74,0.52
trip_4332,54.37,97,14.06,4,1,Clear,Cash,1.13,0.92
trip_4333,22.2,73,13.37,21,2,Clear,Card,1.06,0.67
trip_4334,96.32,65,32.13,7,6,Rainy,Card,4.12,0.09
trip_4335,49.4,120,13.05,17,6,Clear,Wallet,3.16,0.52
trip_4336,72.16,108,11.9,2,4,Snowy,Cash,2.15,0.85
trip_4337,82.76,120,9.22,11,5,Rainy,Cash,1.69,1
trip_4338,86.34,21,21.64,17,3,Clear,Cash,4.47,0
trip_4339,30.45,78,44.71,12,1,Snowy,Wallet,4.86,0.21
trip_4340,12.61,19,14.85,8,6,Snowy,Cash,2.3,0
trip_4341,95.55,40,10.44,13,4,Snowy,Cash,4.93,0
trip_4342,42.19,67,34.62,15,1,Clear,Card,4.13,0.02
trip_4343,73.37,62,11.35,17,6,Clear,Wallet,1.88,0.31
trip_4344,45.22,81,44.08,22,5,Clear,Cash,2.11,0.91
trip_4345,53.48,118,43.78,2,2,Clear,Wallet,3.15,0.97
